item	nome	imagem	link	descricao	tema	descritores	tipo de recurso	idioma	autores	permissoes	tamanho	versão android	versao app	data revisão	ano	disciplina	
53	94 Segundos	recursos/img/Mobile/Portugues/7/94segundos.jpg	https://play.google.com/store/apps/details?id=com.ninetyfour.seconds.app	O aplicativo “94 Segundos” trabalha com a identificação das palavras e o uso correto da ortografia, a partir de sugestões das letras iniciais e de frases que se relacionam ao vocábulo adequado para o tema da rodada. Além disso, o recurso também aborda a variedade de substantivos.	Conceituação e identificação de palavras. Substantivos. Ortografia.	DPII03,DPII04,DPII18,DPII19	Jogo.	Português.	Scimob.	Armazenamento, informações sobre a conexão Wi-Fi, fotos/mídia/arquivos, telefone, ID do dispositivo e informações da chamada, outros.	28 MB.	4.2 ou superior.	6.0.22.	24/11/2020.	7	Portugues	 
54	22 Pistas: Jogo de palavras	recursos/img/Mobile/Portugues/7/22pistas.jpg	https://play.google.com/store/apps/details?id=com.sgg.wordrings4&hl=pt_BR	O aplicativo “22 Pistas: Jogo de palavras” é um jogo de formação de palavras que utiliza sílabas e fragmentos de sílabas, em forma de espiral, para preenchimento dos espaços. O recurso também explora os fonemas e a separação silábica, a partir da relação com a imagem.	Identificação de palavras.	DPII03,DPII04,DPII05,DPII19	Jogo.	Português.	Second Gear Games.	Informações sobre a conexão Wi-Fi, outros.	28 MB.	2.3.3 ou superior.	1.0.8.	24/11/2020.	7	Portugues	 
55	11 Pistas: Jogo de palavras	recursos/img/Mobile/Portugues/7/11pistas.jpg	https://play.google.com/store/apps/details?id=com.sgg.elite	O aplicativo “11 Pistas: Jogo de palavras” é um jogo de formação de palavras que utiliza sílabas e fragmentos de sílabas, em forma de espiral, para preenchimento dos espaços. O recurso também explora os fonemas e a separação silábica, a partir da relação com a imagem.	Identificação de palavras.	DPII03,DPII04,DPII05,DPII19	Jogo.	Português.	Second Gear Games.	Informações sobre a conexão Wi-Fi, outros.	22 MB.	4.0.3 ou superior.	1.0.4.	24/11/2020.	7	Portugues	 
56	Crianceiras - Poemas de Manoel de Barros	recursos/img/Mobile/Portugues/7/Crianceiras.jpg	https://play.google.com/store/apps/details?id=br.com.webcoregames.crianceiras	O aplicativo “Crianceiras - Poemas de Manoel de Barros” é um livro interativo de recortes poéticos que traz o gênero lírico poesia, como um incentivo à leitura e à interpretação textual. Por meio de atividades que dialogam com as artes visuais e com poesias animadas, o aplicativo trabalha a escrita narrativa.	Poesias. Leitura. Interpretação textual.	DPII01,DPII03,DPII05,DPII12,DPII18,DPII20	Livro Digital / Animação.	Português.	Webcore Games.	Armazenamento, identidade, informações sobre a conexão Wi-Fi, fotos/mídia/arquivos, contatos, telefone,  ID do dispositivo e informações da chamada, câmera, contatos, outros.	78 MB.	4.0.3 ou superior.	1.0.	24/11/2020.	7	Portugues	 
57	Pilhas De Palavras	recursos\img\Mobile\Portugues\4\PilhasDePalavras.png	https://play.google.com/store/apps/details?id=com.wordstacks.wordcrush.pt&hl=pt_BR	O aplicativo "Pilhas De Palavras" é um jogo que trabalha a habilidade de leitura e a ampliação do vocábulário por meio da busca e da identificação de palavras. 	Identificação de palavras.	DPI01,DPI03	Jogo.	Português.	Manyfun.	Telefone, fotos/mídia/arquivos, informações de conexão Wi-Fi, armazenamento, ID do dispositivo e informações da chamada, outros.	Varia de acordo com o dispositivo.	4.0 ou superior.	Varia de acordo com o dispositivo.	08/01/2021	4	Portugues	 
58	Mister Crase	recursos/img/Mobile/Portugues/8/mistercrase.jpg	https://play.google.com/store/apps/details?id=br.com.agiumsoft.MisterCrase&hl=pt	O aplicativo “Mister Crase” é um jogo que utiliza o cenário investigativo para trabalhar as regras de emprego da crase. A partir disso, busca estimular a resolução de problemas ortográficos, por meio da imersão na narrativa.	Gramática. Crase.	DPII01,DPII17,DPII19	Jogo.	Português.	Pest Apps.	Outros (Acesso total à rede).	46 MB.	4.1 ou superior.	1.2.1.	24/11/2020.	8	Portugues	 
59	TV Escola	recursos/img/Mobile/Portugues/9/TVEscola.jpg	https://play.google.com/store/apps/details?id=br.gov.mec.tvescola.activity&hl=pt_BR	O aplicativo "TV Escola" apresenta uma variedade de conteúdos multidisciplinares. Quanto à Língua Portuguesa, o RED disponibiliza séries de interprogramas que tratam da vida e da obra de escritores da Literatura Brasileira, além de trazer vídeos que abordam os gêneros textuais e o uso correto de palavras e expressões da nossa língua.	Literatura. Gêneros textuais. Gramática. Grafia correta de palavras.	DPII12,DPII18,DPII19	Plataforma Digital.	Português.	Roquette Pinto.	ID do dispositivo e informações da chamada, telefone, câmera, informações de conexão Wi-Fi, fotos/mídia/arquivos, armazenamento, agenda, outros.	50,61 MB.	5.0 ou superior.	3.4.1.	24/11/2020.	9	Portugues	 
60	Artes e literatura	recursos/img/Mobile/Portugues/9/arteseliteratura.jpg	https://play.google.com/store/apps/details?id=com.EvoBooks.LiteraturaDemo	O aplicativo “Artes e literatura” é um guia que aborda os principais elementos para a compreensão dos textos literários pertencentes ao movimento artístico chamado Romantismo.	Textos literários. Romantismo.	DPII04,DPII06,DPII10,DPII12,DPII18	Hipertexto.	Português.	EvoBooks.	Fotos/mídia/arquivos, armazenamento, outros.	50 MB.	4.1 ou superior.	1.7.	24/11/2020.	9	Portugues	 
61	Português Panda para Concursos e Provas	recursos/img/Mobile/Portugues/9/portuguespanda.jpg	https://play.google.com/store/apps/details?id=sobrinho.pandaportuguesfundamental&hl=pt	O aplicativo “Português Panda para Concursos e Provas” é um simulado que envolve regras de concordância da Língua Portuguesa, trazendo, como complemento, videoaulas para aprimorar a aprendizagem das regras estudadas.	Gramática. Interpretação de textos.	DPII01,DPII03,DPII04,DPII06,DPII07,DPII08,DPII11,DPII14,DPII18,DPII19	Exercício e prática.	Português.	Pedro Sobrinho.	Fotos/mídia/arquivos, armazenamento, outros.	8.2 MB.	4.2 ou superior.	3.6.	24/11/2020.	9	Portugues	 
62	Conjugação de Verbos Offline	recursos/img/Mobile/Portugues/9/conjugacaodosverbosoff.jpg	https://play.google.com/store/apps/details?id=com.setegraus.conjugacao&hl=pt	O aplicativo “Conjugação de Verbos Offline” possibilita a consulta rápida às conjugações de diferentes verbos da Língua Portuguesa. Com isso, o aluno terá acesso às formas e aos tempos verbais de maior complexidade. O recurso contribui, ainda, para a compreensão da conjugação verbal e para a ampliação do vocabulário.	Conjugação de verbos.	DPII01,DPII19	Guia de Consulta.	Português.	7Graus.	Informações sobre a conexão Wi-Fi, fotos/mídia/arquivos, armazenamento, outros.	Varia de acordo com o dispositivo.	4.1 ou superior.	1.4.1.	24/11/2020.	9	Portugues	 
63	Quiz de Português	recursos/img/Mobile/Portugues/9/quizdeportugues.jpg	https://play.google.com/store/apps/details?id=br.estacio.ead.QuizPortLITE	O aplicativo “Quiz de Português” explora os conhecimentos acerca da Fonética, Morfologia, Ortografia, Sintaxe, Semântica, Estilística, Concordância e Regência da Língua Portuguesa, a partir de questões objetivas. O recurso permite ampliar os saberes referentes aos conteúdos gramaticais, além de contribuir para o aprimoramento da escrita.	Gramática. Escrita.	DPII01,DPII11,DPII17,DPII18,DPII19	Exercício e prática.	Português.	Estácio.	Este app não requer permissões especiais para ser executado.	3.4 MB.	4.4 ou superior.	3.0.1.	24/11/2020.	9	Portugues	 
64	Um Por Todos e Todos Por Um! Cad Estudante MIV	recursos\img\Mobile\Portugues\4\UmPorTodoseTodosPorUm!CadEstudanteMIV.png	https://play.google.com/store/apps/details?id=com.msp.umportodos4&hl=pt_BR	O aplicativo "Um Por Todos e Todos Por Um! Cad Estudante MIV" busca promover a consciência social dos alunos, de maneira lúdica e divertida. O recurso discute conceitos como patrimônio (público e privado) e os tipos de patrimônio público (natural e cultural). Aborda, também, os Objetivos de Desenvolvimento Sustentável, estabelecidos pela Organização das Nações Unidas, bem como elucida a realização de ações que combatem o desperdício de alimento, energia, água, o excesso de lixo, além de incentivar a coleta seletiva. As atividades envolvem elementos audiovisuais e interativos, que estimulam a formação de palavras, o aprimoramento da competência leitora e da criatividade, por meio dos gêneros textuais gibi e cartão-postal. 	Leitura. Gêneros textuais. Gibi. Cartão-postal. Formação de palavras.	DPI01,DPI03,DPI05,DPI09,DPI10	Hipertexto.	Português.	Governo do Brasil.	Outros (Acesso total à rede).	136 MB.	5.1 ou superior.	03.00.32.	08/01/2021	4	Portugues	 
65	Machado de Assis - Livros	recursos/img/Mobile/Portugues/9/machadodeassislivros.jpg	https://play.google.com/store/apps/details?id=it.massis.reader	O aplicativo “Machado de Assis - Livros” traz uma lista de obras completas de um dos mais importantes autores da literatura brasileira, Machado de Assis. O recurso busca auxiliar alunos e professores na pesquisa e na compreensão do estilo de escrita e estrutura da escola literária que pertenceu o autor, por meio do estímulo à leitura.	Leitura. Machado de Assis. Literatura brasileira.	DPII06,DPII10,DPII12,DPII13,DPII15	Livro Digital.	Português.	Midersoft.	Fotos/mídia/arquivos, armazenamento, outros.	3.2 MB.	3.2 ou superior.	1.2.	24/11/2020.	9	Portugues	 
66	Anagrama!	recursos\img\Mobile\Portugues\4\Anagrama!.png	https://play.google.com/store/apps/details?id=com.pinkpointer.anagram&hl=pt_BR	O aplicativo "Anagrama!" visa estimular a criatividade e explorar o acervo vocabular do aluno. O recurso propõe a identificação dos possíveis anagramas da palavra predefinida, a fim de formar novas palavras por meio da organização das letras disponibilizadas.	Formação de palavras.	DPI03,DPI04	Exercício e prática.	Português.	Pink Pointer.	Informações sobre a conexão Wi-Fi, outros.	40,91 MB.	4.4 ou superior.	AG-2.2.8.	08/01/2021	4	Portugues	 
67	Gramática de Bolso - Concursos e Vestibulares 2020	recursos/img/Mobile/Portugues/9/gramaticadebolso.jpg	https://play.google.com/store/apps/details?id=com.gramatica_de_bolso_gsm	O aplicativo “Gramática de Bolso - Concursos e Vestibulares 2020” apresenta um guia sobre diferentes conteúdos da Língua Portuguesa, tais como Fonologia, Morfologia, Sintática, Semântica e Estilística. Além disso, o recurso traz sugestões de links voltados para o estudo da produção textual e para o aprofundamento de temas gramaticais, por meio de videoaulas.	Gramática. Produção textual.	DPII17,DPII18,DPII19	Hipermídia.	Português.	Açaí com Código.	Informações sobre a conexão Wi-Fi, outros.	6.0 MB.	4.4 ou superior.	1.0.3.	24/11/2020.	9	Portugues	 
68	Morfema - Gramática da Língua Portuguesa ENEM	recursos/img/Mobile/Portugues/9/morfema.jpg	https://play.google.com/store/apps/details?id=com.morfema	O aplicativo “Morfema - Gramática da Língua Portuguesa ENEM” apresenta uma compilação de conteúdos de Gramática, Literatura e Interpretação Textual. O recurso permite aprimorar a aprendizagem da norma padrão referente à escrita na Língua Portuguesa.	Gramática. Literatura. Interpretação textual.	DPII17,DPII18,DPII19	Guia de Consulta.	Português.	Morfema.	Outros (Receber dados da Internet, visualizar conexões de rede, acesso total à rede).	3.6 MB.	4.0.3 ou superior.	1.5.	24/11/2020.	9	Portugues	 
69	Frritt-Flacc, de Jules Verne	recursos/img/Mobile/Portugues/9/fritflac.jpg	https://play.google.com/store/apps/details?id=air.com.storymax.frrittflacc	O aplicativo "Frritt-Flacc, de Jules Verne" é um livro interativo que, embora tenha a Biologia como centro de sua narrativa e de suas atividades, trabalha o gênero conto como trajetória de imersão. A leitura engajadora, cheia de interatividade e efeitos de som, que enriquecem a história, convidam os jovens a uma compreensão textual do gênero, utilizando-se, ainda, da interdisciplinaridade.	Leitura. Gênero textual. Conto.	DPII06,DPII10,DPII12	Livro Digital / Animação.	Português.	StoryMax.	Outros (Receber dados da Internet, visualizar conexões de rede, acesso total à rede).	86,02 MB.	4.0 ou superior.	1.6.0.	24/11/2020.	9	Portugues	 
70	Adição e subtração	recursos/img/Mobile/Matematica/1/adicaoesubtracao.jpg	https://play.google.com/store/apps/details?id=kids.juegodesumas&hl=pt-BR	O aplicativo "Adição e subtração” trabalha com a adição e a subtração de numerais, de forma simples e intuitiva.	Adição. Subtração.	DMI17	Exercício e prática.	Português.	Aplity.	Ver conexões e acesso total à rede.	3.2 MB.	5.0 ou superior.	6.	24/11/2020.	1	Matematica	 
71	Crianças Matemática e Números	recursos/img/Mobile/Matematica/1/criancasmatematicaenumeros.jpg	https://play.google.com/store/apps/details?id=air.MusterenGames.Mathforkids&hl=pt-BR	O aplicativo "Crianças Matemática e Números" possui oito atividades diferentes, possibilitando uma maior variedade de exercícios. Dentre eles, aparecem atividades que trabalham com a organização e a sequenciação dos números naturais, as noções de quantidade por meio de gravuras, além da identificação dos numerais e do reconhecimento de aspectos como escrita, agrupamento e adição.	Adição. Sucessor e Antecessor.	DMI14,DMI17	Exercício e prática.	Inglês / Turco / Japonês / Espanhol.	Musteren.	Ver conexões e acesso total à rede.	18 MB.	4.0 ou superior.	1.1.0.	24/11/2020.	1	Matematica	 
72	Matemática Selva: Pré Escola	recursos/img/Mobile/Matematica/1/matematicadaselva.jpg	https://play.google.com/store/apps/details?id=com.LittleBigThinkers.MathJungleK&hl=pt-BR	O aplicativo "Matemática Selva: Pré Escola" trabalha com as noções de quantidade, maior e menor, sequências numéricas de dezenas, bem como as operações de adição e de subtração, estimulando que o aluno associe as quantidades por meio de números e gravuras.	Sequência numérica. Adição. Maior e Menor.	DMI13,DMI14,DMI17	Jogo / Exercício e prática.	Inglês / Português.	Little Big Thinkers.	Não constam especificações sobre as permissões de uso.	38 MB.	2.3 ou superior.	1.0.	24/11/2020.	1	Matematica	 
73	Cores e formas: jogos infantis	recursos/img/Mobile/Matematica/1/coreseformas.jpg	https://play.google.com/store/apps/details?id=com.LanaCristina.LearningColorsAndShapesForToddlers&hl=pt-BR	O aplicativo "Cores e formas: jogos infantis" explora a associação entre as cores e as formas geométricas.	Formas geométricas.	DMI03	Exercício e prática.	Inglês.	Lana Cristina.	Compras no aplicativo/fotos/mídia/ armazenamento de arquivos/ver conexões e acesso total à rede.	Varia de acordo com o dispositivo.	4.0 ou superior.	CFS 1.00.	24/11/2020.	1	Matematica	 
74	Jogos educativos para crianças: formas e contar	recursos/img/Mobile/Matematica/2/jeformasecontar.jpg	https://play.google.com/store/apps/details?id=com.EducaGames.DinoTim&hl=pt-BR	O aplicativo "Jogos educativos para crianças: Formas e contar" trabalha com as operações de adição e de subtração e também busca auxiliar no desenvolvimento da percepção visual, da coordenação e de habilidades motoras. Além disso, o recurso busca estimular o trabalho com as noções de quantidade, por meio de números, gravuras e formas geométricas.	Adição. Subtração. Formas geométricas. Noções de quantidade.	DMI03,DMI17	Jogo / Exercício e prática.	Inglês / Português.	Didactoons Games SL.	Compras no aplicativo.	Varia de acordo com o dispositivo.	Varia de acordo com o dispositivo.	Varia de acordo com o dispositivo.	24/11/2020.	2	Matematica	 
76	Monster Numbers: Jogos de matematica	recursos/img/Mobile/Matematica/2/jematematicatabuada.jpg	https://play.google.com/store/apps/details?id=com.playtic.monsternumbers&hl=pt-BR	O aplicativo "Monster Numbers: Jogos de matematica" busca estimular o trabalho com a percepção visual, a coordenação e habilidade motoras, a identificação sequencial das formas geométricas, bem como as operações de adição, subtração, multiplicação e divisão. Além disso, o recurso busca estimular o trabalho com as noções de quantidade, por meio de números, gravuras. O recurso oferece muitas atividades gratuitas e algumas pagas.	Adição. Subtração. Multiplicação. Divisão Sequências com formas geométricas. Noções de quantidade.	DMI17,DMI18	Jogo / Exercício e prática.	Inglês / Português.	Didactoons Games SL.	Ver conexão e acesso total à rede/evitar que o dispositivo hiberne/compras no aplicativo/contém anúncios.	56 MB.	5.0 ou superior.	09.00.002.	24/11/2020.	2	Matematica	 
77	Rei da Matemática Jr. Grátis	recursos/img/Mobile/Matematica/2/reidamatematicajr.jpg	https://play.google.com/store/apps/details?id=com.oddrobo.komjfree&hl=pt-BR	O aplicativo "Rei da Matemática Jr. Grátis" estimula o trabalho com a percepção visual relacionada às diferenças de tamanhos e quantidades de objetos e a sequência de números e de formas geométricas. O recurso também trabalha com noções de tempo, operações de adição e de subtração, estrutura do algoritmo e com resolução de problemas.	Adição. Subtração. Noções de quantidade. Tempo. Sequência Numérica. Formas Geométricas.	DMI09,DMI14,DMI17,DMI19	Exercício e prática.	Inglês / Português.	Oddrobo Software AB.	Não constam especificações sobre as permissões de uso.	23 MB.	4.0 ou superior.	1.0.6.	24/11/2020.	2	Matematica	 
78	Math Exercise	recursos/img/Mobile/Matematica/2/exerciciodematematica.jpg	https://play.google.com/store/apps/details?id=com.my.leo.mathp&hl=pt-BR	O aplicativo "Math Exercise” aborda as operações de adição, subtração e multiplicação, de forma simples e intuitiva.	Adição. Subtração. Multiplicação.	DMI17,DMI18	Jogo / Exercício e prática.	Inglês / Português.	Blue Wave.	Ver conexões e acesso total à rede/contém anúncios.	4.3 MB.	3.0 ou superior.	170203.	24/11/2020.	2	Matematica	 
79	Addition and subtraction	recursos/img/Mobile/Matematica/2/additionandsubtraction.jpg	https://play.google.com/store/apps/details?id=pl.jursoft.abcprimarymath&hl=pt-BR	O aplicativo "Addition and subtraction" trabalha com as operações matemáticas de adição e de subtração, em diferentes níveis de dificuldade.	Adição. Subtração.	DMI17	Exercício e prática.	Inglês.	jursoft.	Ver conexões/acesso total à rede e vibração de controle/contém anúncios.	1.8 MB.	4.0 ou superior.	1.0.	24/11/2020.	2	Matematica	 
81	Jogo da Tabuada (Grátis)	recursos/img/Mobile/Matematica/3/jogodatabuada.jpg	https://play.google.com/store/apps/details?id=nl.wissapp.timestables&hl=pt-BR	O aplicativo "Jogo da Tabuada (Grátis)" trabalha com as operações matemáticas, por meio da tabuada de multiplicação e de diferentes níveis de dificuldade.	Multiplicação.	DMI18	Exercício e prática.	Inglês/Português.	WissApp.	Compras no aplicativo/fotos/mídias/arquivos/armazenamento/microfone/contém anúncios.	23 MB.	4.0 ou superior.	3.98-free.	24/11/2020.	3	Matematica	 
82	Tabuada Fácil	recursos/img/Mobile/Matematica/3/tabuadafacil.jpg	https://play.google.com/store/apps/details?id=com.app.msergiofc.tabuadafacil&hl=pt-BR	O aplicativo "Tabuada Fácil" possibilita o estudo da tabuada de multiplicação, em diferentes níveis de dificuldade.	Multiplicação.	DMI18	Exercício e prática.	Português.	Mário S. F. Carvalho.	Fotos/mídias/arquivos/armazenamento/receber dados da Internet/ver conexões de rede/contém anúncios.	Varia de acordo com o dispositivo.	Varia de acordo com o dispositivo.	Varia de acordo com o dispositivo.	24/11/2020.	3	Matematica	 
83	Jogos para 2: Jogo Matemático	recursos/img/Mobile/Matematica/3/jogospara2.jpg	https://play.google.com/store/apps/details?id=com.mathduel2playersgame.mathgame&hl=pt-BR	O aplicativo "Jogos para 2: Jogo Matemático" busca favorecer o desenvolvimento de habilidades como concentração e cálculo mental. Além disso, trabalha com conhecimentos prévios relacionados às operações de adição, subtração, multiplicação e divisão.	Adição. Subtração. Multiplicação. Divisão.	DMI17,DMI18	Jogo/Exercício e prática.	Português.	PeakselGames.	Fotos/mídias/arquivos/armazenamento/receber dados da Internet/ver conexões de rede/contém anúncios/compras no aplicativo.	Varia de acordo com o dispositivo.	Varia de acordo com o dispositivo.	3.7.	24/11/2020.	3	Matematica	 
84	Jogo de Matemática vs Undead	recursos/img/Mobile/Matematica/3/jogodamatematicavsunhead.jpg	https://play.google.com/store/apps/details?id=com.mathvszombies.mathgame&hl=pt-BR	O aplicativo "Jogo de Matemática vs Undead" busca proporcionar o desenvolvimento de habilidades como cálculo mental e agilidade. Além disso, trabalha com conhecimentos prévios relacionados às operações de adição, subtração, multiplicação e divisão.	Adição. Subtração. Multiplicação. Divisão.	DMI17,DMI18	Jogo/Exercício e prática.	Português.	PeakselGames.	Fotos/mídias/arquivos/armazenamento/receber dados da Internet/ver conexões de rede/contém anúncios/compras no aplicativo.	33 MB.	4.1 ou superior.	2.13.	24/11/2020.	3	Matematica	 
85	Jogos de matemática & crianças	recursos/img/Mobile/Matematica/3/jogodamatematicacriancas.jpg	https://play.google.com/store/apps/details?id=com.batoki.kids.toddlers.math.games&hl=pt-BR	O aplicativo "Jogos de matemática & crianças" busca proporcionar o desenvolvimento de algumas habilidades como, por exemplo, o cálculo mental. O recurso também trabalha com conhecimentos prévios relacionados às operações de adição e de subtração.	Adição. Subtração.	DMI17	Jogo/Exercício e prática.	Inglês.	BATOKI - Best Apps for Toddlers and Kids.	Fotos/mídias/arquivos/armazenamento/receber dados da Internet/ver conexões de rede/contém anúncios.	22 MB.	2.3 ou superior.	1.0.1.	24/11/2020.	3	Matematica	 
86	1ª 2ª Série: Jogos de matemática para crianças	recursos/img/Mobile/Matematica/4/matematicabasica.png	https://play.google.com/store/apps/details?id=air.childLearnMath.edugames.vn&hl=pt-BR	O aplicativo "1ª 2ª Série: Jogos de matemática para crianças" apresenta, de forma lúdica, diversos elementos que auxiliam na apropriação de conteúdos da Matemática, tais como adição, subtração, multiplicação, divisão, comparação, frações, formas geométricas e noções de quantidade.	Adição. Subtração. Multiplicação. Divisão. Maior e menor. Frações. Formas geométricas. Noções de quantidade.	DMI03,DMI13,DMI17,DMI18,DMI24	Exercício e prática.	Português.	bonbongame. com.	Ver conexões de rede/permitir recepção Wi-Fi Multicast/acesso total à rede/evitar que o dispositivo hiberne/compras no aplicativo/contém anúncios.	59 MB.	5.0 ou superior.	1.7.3.	24/11/2020.	4	Matematica	 
87	Math Flash Cards	recursos/img/Mobile/Matematica/4/mathflashcards.jpg	https://play.google.com/store/apps/details?id=com.apptestryinteractive.mathflashcards&hl=pt-BR	O aplicativo "Math Flash Cards" busca promover o estudo das operações matemáticas de adição, subtração, multiplicação e divisão, em diferentes níveis de dificuldade.	Adição. Subtração. Multiplicação. Divisão.	DMI17,DMI18	Exercício e prática.	Inglês.	Apptestry.	Receber dados da Internet/ver conexões de rede/acesso total à rede/impedir que o dispositivo adormeça/contém anúncios.	4.4 MB.	4.3 ou superior.	2.3.0.	24/11/2020.	4	Matematica	 
89	Frações equivalentes	recursos/img/Mobile/Matematica/5/fracoesequivalentes.jpg	https://play.google.com/store/apps/details?id=air.fracoesequivalentes&hl=pt_BR	O aplicativo "Frações equivalentes" traz desafios que abordam diferentes formas de estudo das frações equivalentes.	Frações equivalentes.	DMI24	Exercício e prática.	Português.	HypatiaMat.	Fotos/mídias/ arquivos/ armazenamento/acesso total à rede.	15 MB.	4.0 ou superior.	0.1.	25/11/2020.	5	Matematica	 
90	Leia frações	recursos/img/Mobile/Matematica/5/leiafracoes.jpg	https://play.google.com/store/apps/details?id=com.nummolt.fractions.reading&hl=pt_BR	O aplicativo "Leia frações" apresenta de maneira diretiva, diversas formas e abordagens para o estudo das frações, assim como a sua leitura e estruturação.	Frações.	DMI24	Simulação.	Português.	nummolt.	Não constam especificações sobre as permissões de uso.	1.8 MB.	4.0 ou superior.	1.1.4.	25/11/2020.	5	Matematica	 
91	Representar por Frações	recursos/img/Mobile/Matematica/5/representarporfracoes.jpg	https://play.google.com/store/apps/details?id=air.fracoes&hl=pt_BR	O aplicativo "Representar por Frações" apresenta desafios que abordam as diferentes formas de estudo das frações, assim como as formas de representá-las.	Frações.	DMI24	Exercício e prática.	Português.	HypatiaMat.	Fotos/mídias/arquivos/armazenamento/acesso total à rede.	15 MB.	4.0 ou superior.	0.1.	25/11/2020.	5	Matematica	 
93	Enigma matemático com varas	recursos/img/Mobile/Matematica/5/enigmamatematico.jpg	https://play.google.com/store/apps/details?id=air.com.logigames.mathpuzzlewithsticks&hl=pt-BR	O aplicativo "Enigma matemático com varas" busca estimular o estudo de conteúdos matemáticos, tais como adição e subtração, por meio da resolução de enigmas.	Adição. Subtração.	DMI17	Exercício e prática.	Inglês.	LogiGames.	Fotos/mídias/ arquivos/ armazenamento/ informações sobre a conexão Wi-Fi/ver conexões e acesso total à rede.	12 MB.	2.3 ou superior	1.1.8.	25/11/2020.	5	Matematica	 
94	Mestre da Matemática Jogo Educativo e Exercícios	recursos/img/Mobile/Matematica/6/mestredamatematica.jpg	https://play.google.com/store/apps/details?id=pl.paridae.app.android.mathmaster&hl=pt-BR	O aplicativo "Mestre da Matemática Jogo Educativo e Exercícios" trabalha com conteúdos matemáticos como, por exemplo, operações, frações e porcentagem, de modo que o aluno resolva os problemas propostos ao longo do recurso.	Adição. Subtração. Multiplicação. Divisão. Frações. Raiz quadrada. Porcentagem. Logaritmos. Equações lineares. Análise combinatória.	DMII18	Jogo/Exercício e prática.	Português.	Paridae.	Fotos/mídias/arquivos/armazenamento/acesso total à rede/impedir que o dispositivo adormeça/compras no aplicativo/contém anúncios.	17 MB.	4.0.3 ou superior.	1.0.25.	25/11/2020.	6	Matematica	 
95	Operações básicas de matemática	recursos/img/Mobile/Matematica/6/operacoesbasicas.jpg	https://play.google.com/store/apps/details?id=com.edusoftgame.kidsmath&hl=pt-BR	O aplicativo "Operações básicas de matemática" aborda as operações matemáticas de adição, subtração, multiplicação e divisão, a partir de níveis de dificuldade.	Adição. Subtração. Multiplicação. Divisão.	DMII18	Exercício e prática.	Inglês / Turco / Espanhol / Francês / Italiano / Alemão.	Educational Software Games.	Ver conexões e acesso total à rede/contém anúncios.	4.8 MB.	2.3 ou superior.	1.8.1.	25/11/2020.	6	Matematica	 
96	The area of geometric figures	recursos/img/Mobile/Matematica/6/geometricfigures.jpg	https://play.google.com/store/apps/details?id=ru.sotnik.areacalc&hl=pt_BR	O aplicativo "The area of geometric figures" trabalha com as diversas fórmulas relacionadas às figuras geométricas, a partir da relação com as imagens correspondentes.	Figuras geométricas.	DMII13	Animação / Simulação.	Inglês.	SD Ferramentas.	Ver conexões e acesso total à rede/contém anúncios.	1.9 MB.	4.0.3 ou superior.	1.5.	25/11/2020.	6	Matematica	 
97	Jogos de Matemática	recursos/img/Mobile/Matematica/6/jogosdematematica.jpg	https://play.google.com/store/apps/details?id=com.miniklerogreniyor.quiz.kids.math&hl=pt-BR	O aplicativo "Jogos de Matemática" busca estimular o estudo das operações matemáticas de adição, subtração, multiplicação e divisão, bem como conceitos de radiciação e de exponenciação.	Adição. Subtração. Multiplicação. Raiz quadrada. Exponenciação.	DMII18	Exercício e prática.	Português.	Choloepus Apps.	Receber dados da Internet/ver conexões e acesso total à rede/impedir que o dispositivo adormeça/contém anúncios e compras no aplicativo.	3.8 MB.	4.2 ou superior.	36.	25/11/2020.	6	Matematica	 
98	Divisão	recursos/img/Mobile/Matematica/6/Divisao.jpg	https://play.google.com/store/apps/details?id=eu.climent.division&hl=pt-BR	O aplicativo "Divisão" traz exercícios que incluem a operação matemática de divisão.	Divisão.	DMII18	Exercício e prática.	Português.	Antonio Luis Climent Albaladejo.	Ver conexões e acesso total à rede/contém anúncios.	3.0 MB.	4.0.3 ou superior.	Y2017.2.	25/11/2020.	6	Matematica	 
99	Multiplicação	recursos/img/Mobile/Matematica/6/Multiplicacao.jpg	https://play.google.com/store/apps/details?id=eu.climent.multiplication&hl=pt-BR	O aplicativo "Multiplicação" apresenta diferentes exercícios que trabalham a operação matemática de multiplicação.	Multiplicação.	DMII18	Exercício e prática.	Português.	Antonio Luis Climent Albaladejo.	Ver conexões e acesso total à rede/contém anúncios.	3.0 MB.	4.0.3 ou superior.	Y2017.2.	25/11/2020.	6	Matematica	 
100	Potência	recursos/img/Mobile/Matematica/7/potencia.jpg	https://play.google.com/store/apps/details?id=eu.climent.powers&hl=pt_BR	O aplicativo "Potência" busca estimular o estudo das regras de potenciação, a fim de trabalhar com as operações matemáticas de multiplicação e de divisão. Além disso, o recurso trabalha com as frações, com a potência da potência e com a utilização de expoentes negativos.	Potências.	DMI18	Exercício e prática.	Inglês.	Antonio Luis Climent Albaladejo.	Ver conexões e acesso total à rede/contém anúncios.	2.6 MB.	4.0.3 ou superior.	Anthericum.	25/11/2020.	7	Matematica	 
